"Date","BE WAT2 Tile Nitrate-N concentration","BE WAT20 Tile Nitrate-N loss","BE Sampling Method","BW WAT2 Tile Nitrate-N concentration","BW WAT20 Tile Nitrate-N loss","BW Sampling Method"
2012-05-07 08:00:00,1.051,"","G",NA,"",NA
2012-05-28 07:00:00,1.587,"","I",NA,"",NA
2012-05-29 08:00:00,1.799,"","I",22.145,"","G"
2012-05-31 14:00:00,13.973,"","I",NA,"",NA
2012-06-03 19:00:00,13.37,"","I",NA,"",NA
